	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	2	1167
2	60	12	21	1172
3	90	53	140	1039
4	120	88	282	888
5	150	104	381	803
6	180	106	429	776
7	210	106	445	789
8	240	106	448	816
9	270	106	449	846
10	300	106	450	876
11	330	106	450	899
12	360	106	451	923
13	390	106	453	955
14	420	121	454	967
15	450	259	485	818
16	480	387	540	664
17	510	448	587	575
18	540	475	608	549
19	570	476	603	568
20	600	476	511	582
21	630	477	355	601
22	660	477	253	619
23	690	477	191	636
24	720	477	170	657
25	750	477	168	685
26	780	477	167	706
27	810	524	171	676
28	840	649	183	565
29	870	718	199	498
30	900	757	220	460
31	930	770	223	458
32	960	773	207	461
33	990	774	151	469
34	1020	774	101	482
35	1050	774	74	493
36	1080	774	68	512
37	1110	774	66	527
38	1140	774	67	547
39	1170	783	67	552
40	1200	861	77	472
41	1230	953	94	376
42	1260	996	103	334
43	1290	1011	107	328
44	1320	1011	106	340
45	1350	1012	95	345
46	1380	1013	79	358
47	1410	1013	56	369
48	1440	1013	50	384
