	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1166	0
2	60	24	1166	17
3	90	111	1071	51
4	120	238	937	81
5	150	334	843	105
6	180	402	779	123
7	210	427	770	126
8	240	432	780	127
9	270	433	813	130
10	300	451	769	184
11	330	493	692	247
12	360	527	631	290
13	390	552	604	312
14	420	563	610	317
15	450	566	628	317
16	480	566	652	317
17	510	567	666	327
18	540	571	629	380
19	570	569	579	445
20	600	512	554	484
21	630	396	542	502
22	660	302	552	506
23	690	222	575	506
24	720	191	588	508
25	750	188	590	520
26	780	195	529	584
27	810	196	489	633
28	840	160	465	661
29	870	125	461	681
30	900	101	471	682
31	930	89	483	682
32	960	87	503	682
33	990	87	498	704
34	1020	92	446	757
35	1050	94	406	803
36	1080	85	391	829
37	1110	71	397	840
38	1140	66	411	840
39	1170	57	418	840
40	1200	59	419	841
41	1230	58	420	859
42	1260	60	389	900
43	1290	60	360	937
44	1320	52	344	961
45	1350	45	345	966
46	1380	43	357	967
47	1410	43	368	967
48	1440	42	372	975
