	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1180	0
2	60	21	1167	9
3	90	142	1045	40
4	120	273	916	74
5	150	366	829	93
6	180	407	811	102
7	210	422	841	102
8	240	428	869	102
9	270	428	892	102
10	300	430	925	102
11	330	433	939	102
12	360	436	979	102
13	390	436	1022	102
14	420	436	1067	102
15	450	438	1103	102
16	480	438	1135	102
17	510	440	1165	102
18	540	442	1187	102
19	570	431	1222	102
20	600	334	1260	102
21	630	200	1287	102
22	660	102	1324	102
23	690	44	1381	102
24	720	34	1424	102
25	750	31	1467	102
26	780	32	1504	102
27	810	39	1499	150
28	840	81	1212	445
29	870	182	863	718
30	900	259	709	826
31	930	288	678	853
32	960	296	680	857
33	990	299	705	857
34	1020	300	730	858
35	1050	298	761	858
36	1080	299	777	858
37	1110	297	794	858
38	1140	298	815	858
39	1170	298	839	858
40	1200	300	853	858
41	1230	295	877	858
42	1260	293	910	858
43	1290	294	944	858
44	1320	288	966	858
45	1350	264	985	858
46	1380	174	1003	858
47	1410	88	1037	858
48	1440	50	1056	858
