	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1179	1	2
2	60	1177	14	24
3	90	1062	40	144
4	120	935	73	265
5	150	821	93	377
6	180	783	105	440
7	210	794	107	455
8	240	815	108	457
9	270	846	108	463
10	300	882	108	463
11	330	901	108	464
12	360	920	108	464
13	390	945	108	465
14	420	969	108	467
15	450	1009	108	469
16	480	1025	120	472
17	510	872	280	494
18	540	730	402	545
19	570	609	476	600
20	600	581	505	518
21	630	573	514	406
22	660	591	515	278
23	690	608	515	219
24	720	631	515	193
25	750	654	515	192
26	780	671	515	185
27	810	696	515	187
28	840	724	515	186
29	870	744	515	188
30	900	756	515	191
31	930	733	564	191
32	960	592	701	211
33	990	481	802	239
34	1020	426	857	241
35	1050	417	875	197
36	1080	422	877	132
37	1110	435	877	103
38	1140	445	877	90
39	1170	464	877	88
40	1200	479	877	86
41	1230	494	877	88
42	1260	508	877	88
43	1290	525	877	90
44	1320	540	877	89
45	1350	542	880	90
46	1380	484	949	92
47	1410	390	1046	103
48	1440	339	1094	114
