	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1168	0
2	60	23	1164	19
3	90	140	1030	70
4	120	277	898	101
5	150	379	796	124
6	180	433	761	127
7	210	442	785	127
8	240	446	809	127
9	270	449	833	127
10	300	451	845	127
11	330	451	871	127
12	360	452	906	127
13	390	455	936	127
14	420	460	956	127
15	450	460	996	127
16	480	461	1044	127
17	510	463	1062	127
18	540	470	1042	182
19	570	501	838	375
20	600	479	657	511
21	630	383	579	558
22	660	288	559	577
23	690	226	566	580
24	720	219	577	580
25	750	215	599	580
26	780	213	623	580
27	810	211	635	580
28	840	211	656	580
29	870	211	671	580
30	900	208	683	580
31	930	207	705	580
32	960	211	731	580
33	990	211	760	580
34	1020	212	762	600
35	1050	222	646	733
36	1080	221	479	880
37	1110	174	413	934
38	1140	137	412	940
39	1170	111	426	942
40	1200	103	433	942
41	1230	100	452	942
42	1260	99	463	942
43	1290	97	481	942
44	1320	98	486	942
45	1350	98	501	942
46	1380	97	529	942
47	1410	97	549	942
48	1440	96	565	942
