	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1194
2	60	22	23	1172
3	90	123	59	1062
4	120	254	94	936
5	150	348	114	851
6	180	400	117	814
7	210	417	119	833
8	240	425	120	851
9	270	428	120	877
10	300	429	120	918
11	330	430	120	948
12	360	434	120	969
13	390	438	120	1003
14	420	442	120	1035
15	450	443	120	1058
16	480	444	120	1085
17	510	445	120	1108
18	540	446	120	1138
19	570	440	120	1173
20	600	351	120	1202
21	630	228	120	1234
22	660	127	172	1210
23	690	108	384	990
24	720	156	551	780
25	750	189	623	692
26	780	209	638	677
27	810	213	641	693
28	840	216	642	716
29	870	211	642	742
30	900	209	642	777
31	930	204	642	806
32	960	202	642	835
33	990	204	642	849
34	1020	203	642	874
35	1050	202	642	921
36	1080	201	642	953
37	1110	200	642	989
38	1140	200	642	1016
39	1170	201	642	1039
40	1200	171	642	1073
41	1230	104	642	1105
42	1260	59	657	1117
43	1290	53	811	978
44	1320	90	1033	750
45	1350	125	1147	615
46	1380	146	1188	572
47	1410	154	1191	582
48	1440	156	1191	590
