	time	total_volume	cell_type	cycle_model	current_phase	elapsed_time_in_phase	nuclear_volume	cytoplasmic_volume	fluid_fraction	calcified_fraction	x_orientation	x_orientation	y_orientation	x_orientation	x_orientation	polarity	migration_speed	x_motility_vector	x_motility_vector	y_motility_vector	x_motility_vector	x_motility_vector	migration_bias	x_motility_bias_direction	x_motility_bias_direction	y_motility_bias_direction	x_motility_bias_direction	x_motility_bias_direction	persistence_time	motility_reserved	next_physiboss_run	TNFR_binding_rate	TNFR_endocytosis_rate	TNFR_recycling_rate	TNFR_activation_threshold	TNFR_receptors_per_cell	TFN_net_production_rate	tnf_node	fadd_node	nfkb_node	external_tnf	unbound_external_TNFR	bound_external_TNFR	bound_internal_TNFR
0	0	2494.0	0.0	5.0	14.0	12.869590997363787	540.0	1954.0	0.75	0.0	0.012812414773005614	-0.0066948750535900225	0.027873191225858605	0.012812414773005614	-0.0066948750535900225	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.031524898569462	0.15000000000000316	0.2900000000000026	0.7000000000000111	0.5	1.0	0.0	0.0	0.5175746924428822	0.0	0.0	1.0	0.0	0.0
1	30	2443.587560313639	0.0	5.0	14.0	42.00058187823814	529.1760367455479	1914.4115235680924	0.749504451220535	0.0	0.010868117101300699	-0.0031203016926677632	0.03242003438486625	0.010868117101300699	-0.0031203016926677632	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	34.032442716084134	0.15000000000000321	0.29000000000000287	0.7000000000000117	0.5	1.0	0.0	0.8385146804835925	0.5189982728842832	0.02936096718480138	0.0	0.016467688406015472	0.7087983444933217	0.274733967100663
2	60	2365.9811595845163	0.0	5.0	14.0	67.91567667955502	512.6557529618613	1853.3254066226546	0.748255420053688	0.0	0.013337998275477825	0.0023565059791789533	0.032384669588917336	0.013337998275477825	0.0023565059791789533	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	63.830065566342824	0.15000000000000321	0.290000000000003	0.7000000000000118	0.5	1.0	0.0	0.5798969072164949	0.5180412371134021	0.2646048109965636	0.0	0.3354615928283118	0.4338454926322952	0.23069291453939242
3	90	2309.2662323549016	0.0	5.0	14.0	93.08008898946348	500.8575456709738	1808.4086866839318	0.7463924656762168	0.0	0.002856174738145352	0.0015357675662414096	0.02085484430309818	0.002856174738145352	0.0015357675662414096	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	93.81438378561343	0.15000000000000294	0.290000000000001	0.7000000000000081	0.5	1.0	0.0	0.7902298850574713	0.4703065134099617	0.3764367816091954	0.0	0.28865060714117396	0.5011604953515624	0.21018889750726313
4	120	2259.614259896182	0.0	5.0	14.0	116.30414186868167	490.67209365994967	1768.9421662362345	0.744647939389011	0.0	0.0007755631179885882	-0.0002242487460149057	0.019969945548938894	0.0007755631179885882	-0.0002242487460149057	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	123.84124976404703	0.15000000000000246	0.28999999999999765	0.7000000000000016	0.5	1.0	0.0	0.0	0.39057239057239057	0.4219977553310887	0.0	0.481666388040977	0.36436010506231314	0.1539735068967095
5	150	2231.475619544441	0.0	5.0	14.0	140.83835417317815	485.2489914091464	1746.2266281352922	0.7431121696771834	0.0	0.00907504918259029	-0.005451468436755628	0.02123427931293007	0.00907504918259029	-0.005451468436755628	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	153.90449206741542	0.15000000000000197	0.2899999999999982	0.6999999999999945	0.5	1.0	0.0	0.0	0.3111979166666667	0.22135416666666666	0.0	0.6784569105514718	0.22550351720510173	0.0960395722434269
6	180	2165.414002165096	0.0	5.0	14.0	158.6968210315527	471.6663898476437	1693.7476123174533	0.7412125862454103	0.0	-0.0013978909958041919	-0.000900582052429504	0.02247632299397228	-0.0013978909958041919	-0.000900582052429504	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	184.0273574066308	0.15000000000000194	0.28999999999999826	0.6999999999999941	0.5	1.0	0.0	0.0	0.278580814717477	0.09067017082785808	0.0	0.8313554262187354	0.11803422681928659	0.05061034696197761
7	210	2104.5542719845334	0.0	5.0	14.0	174.56267353583345	459.1940653379121	1645.3602066466237	0.7392080979795725	0.0	0.0014194180054539478	-0.0062740098296776604	0.015742332140047634	0.0014194180054539478	-0.0062740098296776604	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	214.00093639053924	0.15000000000000202	0.2899999999999981	0.6999999999999955	0.5	1.0	0.0	0.0	0.26982097186700765	0.014066496163682864	0.0	0.9205646418893826	0.05553643544486693	0.02389892266575233
8	240	2060.8129287239426	0.0	5.0	14.0	190.83965521716414	450.5339254252161	1610.2790032987275	0.7367973395245926	0.0	0.0006874938458719869	-0.006055901683266124	0.012187629348261403	0.0006874938458719869	-0.006055901683266124	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	243.69451568308767	0.15000000000000213	0.2899999999999979	0.699999999999997	0.5	1.0	0.0	0.0	0.2655086848635236	0.0012406947890818859	0.0	0.9645451333549228	0.024779809866000882	0.010675056779076396
9	270	2067.8543888693102	0.0	5.0	14.0	214.11325697436726	452.8511708087423	1615.0032180605683	0.7356142472770765	0.0	-0.0033820902597251857	-0.00584240287569668	0.008038613194123025	-0.0033820902597251857	-0.00584240287569668	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	273.759594562652	0.1500000000000022	0.28999999999999787	0.6999999999999976	0.5	1.0	0.0	0.0	0.265281173594132	0.0	0.0	0.9842199415909254	0.01102758837886723	0.004752470030208938
