	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1169	2
2	60	18	1162	31
3	90	53	1069	132
4	120	85	948	260
5	150	111	851	359
6	180	126	797	431
7	210	135	775	467
8	240	135	787	480
9	270	137	821	482
10	300	186	780	494
11	330	250	699	529
12	360	303	637	564
13	390	335	610	585
14	420	352	591	604
15	450	356	601	615
16	480	356	624	618
17	510	358	648	619
18	540	390	631	623
19	570	441	589	628
20	600	483	559	539
21	630	507	542	420
22	660	518	538	321
23	690	526	547	252
24	720	526	562	207
25	750	530	576	189
26	780	561	562	191
27	810	617	514	186
28	840	653	495	168
29	870	675	489	136
30	900	688	492	117
31	930	688	508	98
32	960	688	517	87
33	990	703	530	81
34	1020	747	498	87
35	1050	793	461	91
36	1080	829	437	81
37	1110	849	432	75
38	1140	855	437	72
39	1170	855	449	65
40	1200	855	459	64
41	1230	867	458	65
42	1260	920	421	70
43	1290	957	397	69
44	1320	979	377	68
45	1350	990	374	63
46	1380	995	384	56
47	1410	996	396	51
48	1440	996	404	50
