	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1178
2	60	33	11	1175
3	90	133	48	1076
4	120	245	88	957
5	150	344	113	853
6	180	402	121	808
7	210	418	123	818
8	240	420	124	839
9	270	424	124	850
10	300	425	124	883
11	330	428	124	903
12	360	429	124	925
13	390	431	124	956
14	420	433	124	979
15	450	440	124	1012
16	480	444	124	1045
17	510	444	124	1088
18	540	448	129	1104
19	570	460	253	991
20	600	424	428	793
21	630	366	531	655
22	660	309	583	585
23	690	250	591	569
24	720	235	593	573
25	750	231	593	598
26	780	227	593	616
27	810	229	593	632
28	840	228	593	656
29	870	227	593	672
30	900	227	593	689
31	930	226	593	716
32	960	219	593	746
33	990	219	593	776
34	1020	217	593	802
35	1050	214	601	818
36	1080	203	686	743
37	1110	182	825	611
38	1140	144	922	505
39	1170	125	964	458
40	1200	102	974	458
41	1230	100	974	476
42	1260	99	975	493
43	1290	100	975	506
44	1320	101	975	518
45	1350	101	975	534
46	1380	102	975	554
47	1410	102	975	569
48	1440	102	975	585
