	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1173	0	3
2	60	1148	16	36
3	90	1041	50	135
4	120	912	84	256
5	150	794	107	377
6	180	731	124	451
7	210	715	130	480
8	240	733	131	487
9	270	753	131	489
10	300	768	144	492
11	330	716	201	515
12	360	640	262	551
13	390	567	306	588
14	420	533	331	617
15	450	529	337	628
16	480	543	339	631
17	510	556	339	631
18	540	568	340	632
19	570	554	361	607
20	600	509	401	537
21	630	472	443	425
22	660	450	475	313
23	690	435	493	236
24	720	438	494	200
25	750	449	495	191
26	780	458	495	191
27	810	465	500	189
28	840	438	540	175
29	870	413	574	147
30	900	383	609	119
31	930	381	625	89
32	960	380	635	74
33	990	389	635	71
34	1020	405	636	73
35	1050	424	636	72
36	1080	420	647	74
37	1110	383	694	65
38	1140	361	726	57
39	1170	347	752	56
40	1200	349	768	54
41	1230	359	769	51
42	1260	372	769	48
43	1290	386	769	46
44	1320	396	773	46
45	1350	371	808	44
46	1380	336	848	44
47	1410	319	873	35
48	1440	312	891	31
