	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1164	1
2	60	24	1160	24
3	90	117	1074	54
4	120	249	936	87
5	150	356	826	120
6	180	431	760	140
7	210	482	697	172
8	240	524	651	199
9	270	560	604	229
10	300	576	595	243
11	330	600	580	253
12	360	611	578	264
13	390	620	584	273
14	420	622	584	288
15	450	628	575	309
16	480	634	577	316
17	510	640	577	333
18	540	641	584	345
19	570	628	585	357
20	600	549	589	373
21	630	423	588	391
22	660	314	586	403
23	690	237	578	419
24	720	188	585	433
25	750	141	594	445
26	780	108	593	463
27	810	88	595	476
28	840	68	596	485
29	870	56	597	507
30	900	53	605	521
31	930	54	610	534
32	960	54	611	549
33	990	48	622	563
34	1020	47	621	574
35	1050	46	623	593
36	1080	49	631	609
37	1110	48	635	622
38	1140	50	642	642
39	1170	47	652	652
40	1200	45	658	662
41	1230	43	656	687
42	1260	45	652	713
43	1290	44	658	727
44	1320	46	668	737
45	1350	47	679	750
46	1380	48	671	772
47	1410	47	686	789
48	1440	46	688	805
