	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	2
2	60	5	1180	21
3	90	35	1071	128
4	120	67	950	242
5	150	98	835	352
6	180	115	765	437
7	210	124	743	473
8	240	125	758	481
9	270	125	778	486
10	300	125	798	486
11	330	125	817	488
12	360	125	836	488
13	390	125	862	489
14	420	125	888	491
15	450	125	918	492
16	480	125	953	492
17	510	125	973	494
18	540	125	999	494
19	570	125	1026	482
20	600	125	1060	393
21	630	125	1091	287
22	660	125	1118	175
23	690	125	1142	76
24	720	125	1172	32
25	750	145	1189	20
26	780	327	1026	38
27	810	562	752	98
28	840	679	620	141
29	870	722	562	174
30	900	752	530	191
31	930	756	544	194
32	960	756	560	193
33	990	756	576	193
34	1020	756	599	192
35	1050	756	619	190
36	1080	756	647	190
37	1110	756	672	191
38	1140	756	701	190
39	1170	756	721	192
40	1200	756	743	190
41	1230	756	776	190
42	1260	756	808	194
43	1290	756	825	177
44	1320	756	848	124
45	1350	756	879	76
46	1380	756	904	42
47	1410	756	930	24
48	1440	756	955	17
