	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1167	3
2	60	15	1172	21
3	90	65	1036	134
4	120	92	868	298
5	150	117	778	383
6	180	135	722	445
7	210	150	694	485
8	240	168	670	515
9	270	182	650	540
10	300	206	630	559
11	330	218	636	569
12	360	229	641	577
13	390	242	647	582
14	420	254	659	584
15	450	264	665	587
16	480	276	671	590
17	510	284	685	597
18	540	296	702	597
19	570	311	712	587
20	600	317	732	490
21	630	333	740	338
22	660	356	731	249
23	690	367	752	194
24	720	380	751	144
25	750	390	767	116
26	780	399	781	94
27	810	421	785	80
28	840	434	790	70
29	870	450	796	64
30	900	463	805	62
31	930	481	816	62
32	960	499	812	63
33	990	514	818	64
34	1020	522	837	60
35	1050	536	841	61
36	1080	556	842	63
37	1110	574	851	65
38	1140	588	858	67
39	1170	608	867	62
40	1200	630	864	54
41	1230	648	881	57
42	1260	672	886	56
43	1290	693	876	54
44	1320	708	885	52
45	1350	726	893	53
46	1380	739	904	57
47	1410	756	907	57
48	1440	774	918	57
