	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1167	0	0
2	60	1162	37	8
3	90	1055	140	45
4	120	951	258	63
5	150	844	372	86
6	180	776	452	101
7	210	769	482	101
8	240	784	488	101
9	270	804	489	101
10	300	797	494	127
11	330	719	526	208
12	360	652	569	268
13	390	585	606	312
14	420	566	629	328
15	450	568	636	331
16	480	585	638	331
17	510	602	639	331
18	540	614	640	338
19	570	578	633	387
20	600	525	557	437
21	630	486	451	474
22	660	460	347	498
23	690	472	262	502
24	720	485	221	502
25	750	500	214	502
26	780	510	215	506
27	810	493	210	544
28	840	462	191	596
29	870	441	159	625
30	900	432	124	645
31	930	422	104	659
32	960	435	99	661
33	990	454	97	661
34	1020	462	96	663
35	1050	458	97	678
36	1080	411	94	733
37	1110	382	80	766
38	1140	374	68	789
39	1170	368	60	802
40	1200	375	57	805
41	1230	384	54	805
42	1260	394	54	805
43	1290	401	54	813
44	1320	368	55	851
45	1350	351	54	882
46	1380	330	51	913
47	1410	325	44	927
48	1440	332	40	930
