	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	1	1
2	60	1176	13	15
3	90	1061	120	58
4	120	924	244	94
5	150	829	343	124
6	180	756	418	144
7	210	703	467	166
8	240	670	506	189
9	270	641	531	213
10	300	621	548	234
11	330	615	565	250
12	360	595	584	271
13	390	584	594	285
14	420	578	597	297
15	450	582	602	313
16	480	587	603	329
17	510	576	605	349
18	540	564	610	370
19	570	569	607	382
20	600	571	526	398
21	630	569	398	408
22	660	554	291	433
23	690	552	233	447
24	720	552	175	464
25	750	562	136	475
26	780	561	109	486
27	810	564	93	499
28	840	557	78	516
29	870	556	66	531
30	900	564	55	542
31	930	575	54	549
32	960	576	53	563
33	990	570	52	581
34	1020	574	53	589
35	1050	588	49	603
36	1080	588	50	616
37	1110	581	43	640
38	1140	579	43	659
39	1170	577	42	677
40	1200	570	38	694
41	1230	571	38	706
42	1260	574	37	719
43	1290	585	39	731
44	1320	592	41	746
45	1350	594	42	761
46	1380	599	38	776
47	1410	592	38	796
48	1440	587	40	819
