	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1183
2	60	42	15	1162
3	90	159	41	1048
4	120	290	70	909
5	150	371	100	815
6	180	419	111	784
7	210	431	114	793
8	240	437	114	804
9	270	437	114	837
10	300	437	114	860
11	330	438	114	890
12	360	439	114	917
13	390	441	114	953
14	420	443	114	990
15	450	444	114	1022
16	480	444	128	1033
17	510	467	247	923
18	540	523	398	745
19	570	559	488	618
20	600	469	523	578
21	630	347	530	578
22	660	254	532	594
23	690	208	533	612
24	720	187	533	638
25	750	180	533	668
26	780	181	533	690
27	810	182	533	709
28	840	182	533	727
29	870	181	533	749
30	900	179	533	771
31	930	178	575	759
32	960	197	705	635
33	990	225	786	546
34	1020	228	847	477
35	1050	177	863	478
36	1080	129	868	489
37	1110	95	868	512
38	1140	89	868	524
39	1170	85	868	544
40	1200	83	868	562
41	1230	84	868	576
42	1260	84	868	610
43	1290	86	868	638
44	1320	87	868	660
45	1350	86	870	676
46	1380	90	932	635
47	1410	108	1067	499
48	1440	124	1130	434
