	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	2
2	60	16	1161	25
3	90	50	1064	123
4	120	78	954	257
5	150	102	843	369
6	180	118	803	429
7	210	121	790	455
8	240	124	800	467
9	270	160	767	488
10	300	211	704	525
11	330	252	633	569
12	360	283	590	593
13	390	292	579	613
14	420	293	592	619
15	450	297	601	623
16	480	332	580	628
17	510	378	545	642
18	540	406	522	651
19	570	421	521	644
20	600	429	528	566
21	630	433	539	429
22	660	440	546	325
23	690	468	530	253
24	720	509	502	227
25	750	545	484	216
26	780	567	471	201
27	810	572	486	175
28	840	574	497	131
29	870	586	496	106
30	900	627	468	87
31	930	659	453	83
32	960	693	434	83
33	990	716	421	81
34	1020	719	430	70
35	1050	721	442	60
36	1080	732	453	52
37	1110	764	432	48
38	1140	789	415	46
39	1170	819	395	47
40	1200	827	398	48
41	1230	831	407	42
42	1260	831	418	41
43	1290	850	409	35
44	1320	874	394	32
45	1350	904	376	32
46	1380	922	367	32
47	1410	936	364	31
48	1440	940	369	29
