	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1179	2	2
2	60	1169	25	20
3	90	1073	123	45
4	120	925	258	83
5	150	830	348	118
6	180	769	413	143
7	210	749	453	148
8	240	750	465	153
9	270	738	477	178
10	300	689	506	220
11	330	648	533	257
12	360	604	564	288
13	390	604	578	296
14	420	613	586	298
15	450	632	590	301
16	480	621	597	328
17	510	571	607	383
18	540	542	615	423
19	570	525	607	448
20	600	521	532	463
21	630	529	398	466
22	660	535	293	477
23	690	517	233	504
24	720	504	188	535
25	750	487	178	563
26	780	484	173	580
27	810	482	146	591
28	840	500	116	592
29	870	502	88	605
30	900	488	74	632
31	930	477	74	658
32	960	467	72	676
33	990	472	68	687
34	1020	480	59	694
35	1050	509	47	694
36	1080	510	39	708
37	1110	485	39	747
38	1140	476	40	778
39	1170	469	40	807
40	1200	468	40	826
41	1230	479	38	827
42	1260	489	35	831
43	1290	484	37	851
44	1320	472	38	875
45	1350	458	40	905
46	1380	450	41	927
47	1410	455	40	939
48	1440	463	38	943
