	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1163
2	60	24	14	1163
3	90	113	48	1068
4	120	247	75	933
5	150	345	107	820
6	180	419	131	740
7	210	462	156	700
8	240	502	181	650
9	270	537	206	618
10	300	557	222	596
11	330	572	236	582
12	360	579	255	571
13	390	594	280	548
14	420	602	286	549
15	450	611	302	542
16	480	620	322	538
17	510	627	350	520
18	540	634	366	518
19	570	620	389	506
20	600	553	402	506
21	630	421	420	499
22	660	321	443	489
23	690	237	464	481
24	720	198	477	480
25	750	161	495	478
26	780	123	515	468
27	810	101	523	469
28	840	86	544	455
29	870	80	554	458
30	900	69	581	434
31	930	65	598	432
32	960	55	612	435
33	990	48	617	439
34	1020	45	626	440
35	1050	36	639	442
36	1080	33	653	438
37	1110	36	668	453
38	1140	37	674	456
39	1170	37	687	462
40	1200	37	708	461
41	1230	35	726	456
42	1260	34	738	466
43	1290	35	748	468
44	1320	35	766	479
45	1350	37	790	468
46	1380	41	806	461
47	1410	39	814	470
48	1440	42	824	469
