	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1171	1
2	60	26	1161	17
3	90	132	1052	54
4	120	270	908	87
5	150	367	810	111
6	180	440	736	138
7	210	475	713	143
8	240	483	733	143
9	270	485	758	143
10	300	486	788	143
11	330	488	806	143
12	360	490	829	143
13	390	490	858	143
14	420	490	887	143
15	450	492	907	143
16	480	494	932	143
17	510	495	961	143
18	540	495	984	143
19	570	486	1027	143
20	600	405	1026	173
21	630	291	889	316
22	660	225	717	475
23	690	195	601	563
24	720	183	562	602
25	750	187	555	612
26	780	190	572	614
27	810	191	589	615
28	840	191	607	615
29	870	191	630	615
30	900	192	650	615
31	930	192	674	615
32	960	191	699	615
33	990	189	714	615
34	1020	188	735	615
35	1050	188	754	615
36	1080	184	769	615
37	1110	185	792	615
38	1140	171	820	615
39	1170	137	765	687
40	1200	97	595	858
41	1230	95	491	960
42	1260	99	434	1013
43	1290	103	405	1040
44	1320	104	407	1043
45	1350	101	419	1043
46	1380	99	431	1043
47	1410	99	449	1043
48	1440	99	465	1043
