	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	1	1173
2	60	14	31	1159
3	90	43	143	1042
4	120	71	245	941
5	150	94	370	815
6	180	103	434	763
7	210	105	452	756
8	240	105	454	775
9	270	136	461	758
10	300	195	506	677
11	330	232	547	623
12	360	265	584	568
13	390	280	610	545
14	420	282	614	567
15	450	282	615	581
16	480	311	622	560
17	510	363	631	520
18	540	392	642	495
19	570	424	632	472
20	600	433	538	473
21	630	435	436	485
22	660	438	310	494
23	690	463	228	484
24	720	507	212	451
25	750	538	216	429
26	780	557	213	428
27	810	564	183	426
28	840	564	140	435
29	870	569	99	447
30	900	589	73	446
31	930	630	72	411
32	960	655	77	392
33	990	670	77	388
34	1020	679	70	390
35	1050	679	58	409
36	1080	680	47	418
37	1110	699	41	414
38	1140	729	47	390
39	1170	762	48	368
40	1200	778	50	367
41	1230	783	50	374
42	1260	783	47	386
43	1290	783	45	396
44	1320	811	42	387
45	1350	841	42	362
46	1380	871	46	337
47	1410	882	47	337
48	1440	887	46	350
