	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1158	1	3
2	60	1164	14	24
3	90	1044	49	145
4	120	891	82	296
5	150	768	109	405
6	180	761	114	435
7	210	782	116	445
8	240	806	116	451
9	270	818	116	452
10	300	849	116	455
11	330	871	116	457
12	360	860	148	462
13	390	723	274	507
14	420	612	359	568
15	450	535	407	610
16	480	526	416	627
17	510	535	417	630
18	540	551	417	628
19	570	574	417	619
20	600	592	417	521
21	630	611	417	359
22	660	633	420	241
23	690	606	473	207
24	720	517	567	218
25	750	464	626	223
26	780	452	644	232
27	810	456	648	236
28	840	465	648	237
29	870	489	648	233
30	900	511	648	205
31	930	532	648	135
32	960	543	648	94
33	990	526	674	72
34	1020	443	759	79
35	1050	407	814	83
36	1080	380	846	87
37	1110	381	853	92
38	1140	388	854	92
39	1170	407	854	89
40	1200	421	854	85
41	1230	431	854	65
42	1260	448	854	55
43	1290	445	861	44
44	1320	384	917	48
45	1350	327	970	52
46	1380	307	991	59
47	1410	303	998	62
48	1440	318	998	63
