	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	0
2	60	14	1179	21
3	90	43	1085	124
4	120	79	952	257
5	150	111	840	360
6	180	135	758	435
7	210	160	697	490
8	240	178	670	523
9	270	196	639	558
10	300	210	619	579
11	330	229	613	592
12	360	249	598	601
13	390	263	592	605
14	420	278	592	613
15	450	294	588	621
16	480	310	591	622
17	510	328	583	624
18	540	343	592	628
19	570	355	586	622
20	600	361	594	545
21	630	380	591	400
22	660	398	594	293
23	690	412	587	223
24	720	432	584	169
25	750	446	590	131
26	780	460	596	100
27	810	473	610	74
28	840	481	622	65
29	870	495	620	58
30	900	515	616	58
31	930	526	622	56
32	960	540	622	47
33	990	555	627	47
34	1020	577	631	46
35	1050	595	627	45
36	1080	606	624	42
37	1110	626	625	43
38	1140	647	622	44
39	1170	659	630	41
40	1200	680	633	41
41	1230	699	631	42
42	1260	713	636	42
43	1290	726	645	42
44	1320	744	635	47
45	1350	756	645	48
46	1380	772	650	49
47	1410	792	643	48
48	1440	807	641	44
