	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	7
2	60	7	1167	26
3	90	32	1087	109
4	120	61	955	243
5	150	83	846	355
6	180	98	803	419
7	210	104	814	443
8	240	104	831	451
9	270	104	861	452
10	300	104	876	454
11	330	104	899	457
12	360	104	927	459
13	390	104	950	459
14	420	104	970	460
15	450	104	1011	464
16	480	104	1045	468
17	510	104	1082	472
18	540	104	1109	467
19	570	158	1082	461
20	600	316	919	440
21	630	449	765	360
22	660	542	646	287
23	690	573	604	249
24	720	581	607	226
25	750	583	618	220
26	780	583	636	221
27	810	584	661	219
28	840	584	682	217
29	870	584	706	218
30	900	584	727	220
31	930	584	747	220
32	960	584	769	218
33	990	584	808	214
34	1020	584	850	213
35	1050	584	881	209
36	1080	604	889	205
37	1110	735	781	180
38	1140	857	648	157
39	1170	938	564	137
40	1200	986	518	114
41	1230	1004	516	106
42	1260	1006	531	104
43	1290	1006	544	103
44	1320	1006	562	104
45	1350	1006	583	104
46	1380	1006	594	102
47	1410	1006	613	101
48	1440	1006	636	99
