	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	1
2	60	1173	17	28
3	90	1056	57	144
4	120	895	85	306
5	150	796	102	409
6	180	768	108	467
7	210	783	110	479
8	240	809	110	480
9	270	843	110	480
10	300	867	110	481
11	330	887	110	484
12	360	912	110	484
13	390	943	110	486
14	420	965	110	490
15	450	995	110	492
16	480	1024	110	492
17	510	1041	110	494
18	540	1079	110	494
19	570	1124	110	481
20	600	1149	110	384
21	630	1184	110	209
22	660	1167	164	106
23	690	912	402	80
24	720	698	566	136
25	750	586	642	204
26	780	549	662	243
27	810	551	666	253
28	840	562	666	255
29	870	587	666	256
30	900	607	666	254
31	930	627	666	253
32	960	651	666	250
33	990	668	666	257
34	1020	690	666	259
35	1050	709	666	259
36	1080	744	666	261
37	1110	767	666	261
38	1140	795	666	259
39	1170	826	666	259
40	1200	853	666	227
41	1230	886	666	159
42	1260	905	675	88
43	1290	760	818	65
44	1320	580	992	87
45	1350	481	1072	115
46	1380	452	1101	128
47	1410	456	1105	135
48	1440	476	1105	136
