	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1176	1
2	60	26	1168	10
3	90	119	1076	47
4	120	234	961	82
5	150	348	850	116
6	180	434	760	139
7	210	464	755	143
8	240	473	775	144
9	270	477	789	144
10	300	480	810	144
11	330	485	819	144
12	360	485	840	148
13	390	505	765	219
14	420	546	671	296
15	450	578	600	355
16	480	605	556	386
17	510	619	541	402
18	540	622	556	405
19	570	608	577	405
20	600	532	599	405
21	630	417	619	405
22	660	305	636	405
23	690	205	647	422
24	720	181	574	494
25	750	182	504	567
26	780	192	451	619
27	810	195	430	647
28	840	199	431	653
29	870	200	438	653
30	900	185	456	653
31	930	149	474	653
32	960	115	482	653
33	990	90	497	653
34	1020	75	490	681
35	1050	77	427	745
36	1080	79	373	804
37	1110	83	347	831
38	1140	88	336	846
39	1170	90	341	848
40	1200	88	348	848
41	1230	82	359	848
42	1260	68	367	848
43	1290	58	378	848
44	1320	46	387	851
45	1350	39	358	886
46	1380	42	311	942
47	1410	52	275	973
48	1440	51	259	995
