	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	1	0
2	60	1157	12	27
3	90	1056	48	123
4	120	924	77	261
5	150	807	102	376
6	180	757	118	436
7	210	765	124	450
8	240	783	124	456
9	270	805	124	460
10	300	823	124	462
11	330	848	124	463
12	360	863	124	467
13	390	878	124	468
14	420	912	124	469
15	450	933	124	469
16	480	967	126	472
17	510	899	201	482
18	540	762	332	514
19	570	624	436	555
20	600	548	485	524
21	630	517	511	396
22	660	525	511	291
23	690	547	512	231
24	720	559	512	201
25	750	577	512	195
26	780	598	512	194
27	810	617	512	189
28	840	638	512	189
29	870	652	512	188
30	900	669	512	189
31	930	687	512	188
32	960	669	555	189
33	990	588	646	203
34	1020	511	717	221
35	1050	455	773	205
36	1080	445	787	156
37	1110	453	791	112
38	1140	475	791	92
39	1170	496	791	80
40	1200	513	791	78
41	1230	526	791	77
42	1260	542	791	78
43	1290	558	791	78
44	1320	571	791	79
45	1350	585	791	78
46	1380	596	791	76
47	1410	582	826	76
48	1440	495	923	86
