	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	4	1173
2	60	19	32	1175
3	90	50	127	1080
4	120	84	248	953
5	150	114	360	839
6	180	136	429	776
7	210	138	477	751
8	240	143	483	771
9	270	143	483	797
10	300	143	483	829
11	330	143	484	865
12	360	163	487	882
13	390	230	514	816
14	420	301	558	733
15	450	354	591	670
16	480	395	611	628
17	510	408	620	624
18	540	410	618	644
19	570	411	600	664
20	600	411	524	681
21	630	411	394	704
22	660	414	292	726
23	690	477	220	670
24	720	568	177	599
25	750	625	179	550
26	780	652	194	522
27	810	672	197	515
28	840	673	200	525
29	870	674	199	537
30	900	674	183	551
31	930	674	137	564
32	960	674	100	581
33	990	714	78	562
34	1020	786	74	499
35	1050	845	84	444
36	1080	887	92	409
37	1110	913	95	393
38	1140	919	94	402
39	1170	919	94	414
40	1200	919	90	424
41	1230	919	75	435
42	1260	919	64	455
43	1290	932	50	452
44	1320	985	50	413
45	1350	1038	54	364
46	1380	1069	57	338
47	1410	1083	58	335
48	1440	1092	59	337
