	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1178
2	60	17	22	1184
3	90	72	130	1050
4	120	96	302	883
5	150	109	401	798
6	180	110	431	787
7	210	110	440	816
8	240	111	441	837
9	270	111	443	850
10	300	111	445	882
11	330	111	445	917
12	360	111	445	956
13	390	111	448	992
14	420	111	449	1029
15	450	111	453	1057
16	480	111	454	1087
17	510	111	455	1125
18	540	111	455	1158
19	570	111	445	1197
20	600	111	351	1237
21	630	111	189	1277
22	660	111	67	1317
23	690	119	33	1351
24	720	335	47	1147
25	750	610	100	850
26	780	709	167	704
27	810	730	191	676
28	840	736	195	685
29	870	737	197	698
30	900	737	198	717
31	930	737	198	730
32	960	737	197	755
33	990	737	199	777
34	1020	737	201	796
35	1050	737	201	820
36	1080	737	203	845
37	1110	737	203	878
38	1140	737	205	902
39	1170	737	204	920
40	1200	737	207	955
41	1230	737	193	987
42	1260	737	140	1024
43	1290	737	79	1058
44	1320	737	35	1094
45	1350	796	31	1063
46	1380	1067	49	803
47	1410	1262	90	581
48	1440	1307	113	533
