	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	2
2	60	1166	15	31
3	90	1106	49	105
4	120	991	85	232
5	150	878	113	342
6	180	808	132	415
7	210	779	141	456
8	240	804	142	464
9	270	829	142	466
10	300	858	142	466
11	330	888	142	466
12	360	924	142	467
13	390	943	142	468
14	420	967	142	469
15	450	995	142	469
16	480	1037	142	475
17	510	1062	142	478
18	540	1088	142	478
19	570	1111	142	463
20	600	1146	142	392
21	630	1187	142	265
22	660	1221	142	155
23	690	1242	142	85
24	720	1278	142	39
25	750	1300	157	28
26	780	1145	330	49
27	810	884	571	98
28	840	747	671	161
29	870	670	736	197
30	900	640	770	214
31	930	657	773	224
32	960	678	773	228
33	990	706	773	223
34	1020	728	773	221
35	1050	747	773	220
36	1080	773	773	218
37	1110	795	773	219
38	1140	833	773	220
39	1170	859	773	222
40	1200	882	773	219
41	1230	913	773	218
42	1260	931	773	218
43	1290	964	773	210
44	1320	992	773	158
45	1350	1019	773	96
46	1380	1049	773	53
47	1410	1077	773	33
48	1440	1126	773	23
