	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	2	0
2	60	1178	22	15
3	90	1061	131	58
4	120	932	249	94
5	150	833	362	119
6	180	770	422	142
7	210	722	478	156
8	240	680	519	176
9	270	658	539	204
10	300	648	557	212
11	330	643	581	227
12	360	631	599	242
13	390	633	604	256
14	420	628	605	278
15	450	626	616	298
16	480	626	621	312
17	510	629	622	328
18	540	637	626	344
19	570	639	615	365
20	600	641	524	378
21	630	651	407	390
22	660	645	299	408
23	690	640	239	428
24	720	640	181	445
25	750	634	137	466
26	780	637	119	486
27	810	641	104	500
28	840	636	88	520
29	870	627	74	541
30	900	631	71	552
31	930	627	73	568
32	960	624	65	584
33	990	617	62	600
34	1020	636	62	607
35	1050	639	61	625
36	1080	643	62	642
37	1110	638	65	665
38	1140	643	62	678
39	1170	637	63	696
40	1200	647	58	711
41	1230	642	58	732
42	1260	639	56	752
43	1290	641	53	771
44	1320	630	54	791
45	1350	637	50	805
46	1380	643	45	825
47	1410	632	45	845
48	1440	620	46	869
