	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1168	1
2	60	17	1158	27
3	90	50	1048	131
4	120	80	936	246
5	150	118	819	354
6	180	136	759	422
7	210	140	757	444
8	240	140	783	449
9	270	140	801	454
10	300	140	819	455
11	330	140	852	456
12	360	140	883	459
13	390	140	906	460
14	420	140	924	460
15	450	140	958	460
16	480	140	993	460
17	510	140	1018	461
18	540	140	1058	465
19	570	193	1025	454
20	600	356	850	411
21	630	474	702	346
22	660	550	616	253
23	690	585	576	204
24	720	593	584	191
25	750	595	583	189
26	780	595	609	186
27	810	595	628	187
28	840	595	645	188
29	870	595	666	186
30	900	595	688	185
31	930	595	713	187
32	960	595	739	189
33	990	595	764	189
34	1020	595	797	188
35	1050	595	829	186
36	1080	612	827	185
37	1110	737	715	163
38	1140	867	577	143
39	1170	942	503	130
40	1200	984	456	121
41	1230	999	457	113
42	1260	1002	461	111
43	1290	1003	472	112
44	1320	1003	484	109
45	1350	1003	496	108
46	1380	1003	513	109
47	1410	1003	533	110
48	1440	1003	555	109
