	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1181
2	60	37	17	1169
3	90	143	63	1050
4	120	284	89	920
5	150	363	124	839
6	180	429	135	793
7	210	444	136	806
8	240	444	136	844
9	270	444	136	880
10	300	447	136	906
11	330	449	136	943
12	360	450	136	965
13	390	451	136	993
14	420	453	137	1025
15	450	462	224	957
16	480	510	366	796
17	510	560	463	671
18	540	593	509	620
19	570	585	523	613
20	600	504	526	620
21	630	353	526	635
22	660	270	526	660
23	690	204	526	677
24	720	182	526	708
25	750	178	526	727
26	780	178	526	751
27	810	175	526	777
28	840	178	604	730
29	870	198	756	575
30	900	220	832	492
31	930	229	868	460
32	960	231	877	457
33	990	197	880	464
34	1020	144	880	482
35	1050	110	880	498
36	1080	92	880	515
37	1110	87	880	524
38	1140	84	880	532
39	1170	84	880	552
40	1200	85	881	571
41	1230	89	932	534
42	1260	101	1013	459
43	1290	107	1064	416
44	1320	114	1104	383
45	1350	114	1113	384
46	1380	95	1115	391
47	1410	77	1115	406
48	1440	62	1115	420
