	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	2	1
2	60	1161	35	11
3	90	1080	143	31
4	120	949	266	66
5	150	852	362	103
6	180	764	446	132
7	210	692	510	160
8	240	664	542	182
9	270	647	569	200
10	300	623	598	217
11	330	608	614	231
12	360	600	630	243
13	390	590	644	261
14	420	595	655	272
15	450	589	665	290
16	480	591	670	304
17	510	593	677	318
18	540	594	683	335
19	570	603	665	347
20	600	605	567	360
21	630	606	455	382
22	660	618	354	390
23	690	625	275	407
24	720	622	207	431
25	750	636	176	448
26	780	644	150	461
27	810	641	121	482
28	840	635	112	495
29	870	626	99	525
30	900	618	89	546
31	930	626	85	560
32	960	638	74	574
33	990	636	76	592
34	1020	631	67	617
35	1050	630	66	637
36	1080	648	63	649
37	1110	638	62	669
38	1140	640	59	687
39	1170	655	52	702
40	1200	656	57	717
41	1230	643	58	743
42	1260	643	59	758
43	1290	635	60	779
44	1320	640	57	792
45	1350	640	54	805
46	1380	631	55	826
47	1410	634	50	841
48	1440	650	46	857
