	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1180	0	0
2	60	1182	12	20
3	90	1078	49	119
4	120	949	72	256
5	150	850	98	356
6	180	784	131	427
7	210	737	155	475
8	240	706	170	515
9	270	677	194	545
10	300	652	217	568
11	330	634	237	585
12	360	618	258	600
13	390	608	277	607
14	420	620	289	612
15	450	620	303	620
16	480	614	321	626
17	510	613	337	633
18	540	611	357	635
19	570	618	370	625
20	600	630	383	541
21	630	637	397	409
22	660	622	426	302
23	690	631	441	234
24	720	622	464	182
25	750	625	487	145
26	780	622	501	129
27	810	622	521	100
28	840	624	535	84
29	870	632	547	71
30	900	633	566	67
31	930	643	577	65
32	960	652	585	56
33	990	648	603	51
34	1020	647	617	44
35	1050	646	631	44
36	1080	648	645	44
37	1110	649	663	45
38	1140	646	678	46
39	1170	641	699	46
40	1200	647	709	43
41	1230	642	724	42
42	1260	645	734	44
43	1290	644	752	40
44	1320	652	760	38
45	1350	657	771	38
46	1380	645	786	39
47	1410	642	803	40
48	1440	651	815	40
