	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1175	0	2
2	60	1177	13	25
3	90	1056	54	142
4	120	933	77	284
5	150	829	109	383
6	180	749	134	466
7	210	684	161	520
8	240	635	181	570
9	270	613	197	602
10	300	596	209	625
11	330	594	223	638
12	360	590	235	649
13	390	595	244	656
14	420	583	267	663
15	450	587	279	669
16	480	593	292	676
17	510	592	309	680
18	540	594	328	687
19	570	585	348	676
20	600	597	360	573
21	630	602	373	436
22	660	603	390	333
23	690	612	404	254
24	720	607	418	199
25	750	616	432	155
26	780	613	454	126
27	810	628	466	99
28	840	621	487	88
29	870	636	497	79
30	900	629	517	73
31	930	626	534	75
32	960	619	556	67
33	990	616	578	60
34	1020	612	594	58
35	1050	613	610	54
36	1080	610	624	57
37	1110	609	640	55
38	1140	605	651	55
39	1170	610	667	55
40	1200	613	680	48
41	1230	611	692	46
42	1260	620	702	41
43	1290	622	715	40
44	1320	623	732	41
45	1350	620	748	42
46	1380	618	764	41
47	1410	610	784	39
48	1440	608	802	37
