	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	1
2	60	19	1183	23
3	90	43	1091	123
4	120	86	940	253
5	150	126	819	361
6	180	141	758	425
7	210	143	742	454
8	240	144	750	464
9	270	144	771	468
10	300	144	802	469
11	330	144	810	482
12	360	144	833	482
13	390	144	859	482
14	420	144	888	483
15	450	144	927	484
16	480	144	958	485
17	510	144	984	486
18	540	144	1007	487
19	570	144	1041	471
20	600	144	1072	392
21	630	169	1070	265
22	660	332	905	194
23	690	490	712	166
24	720	580	613	171
25	750	637	541	187
26	780	656	523	199
27	810	658	532	206
28	840	658	561	195
29	870	658	571	198
30	900	658	603	198
31	930	658	615	200
32	960	658	636	202
33	990	658	657	201
34	1020	658	674	203
35	1050	658	691	202
36	1080	658	711	202
37	1110	658	726	207
38	1140	658	749	206
39	1170	658	772	188
40	1200	659	789	128
41	1230	738	726	88
42	1260	887	579	75
43	1290	975	479	82
44	1320	1026	431	82
45	1350	1057	400	92
46	1380	1065	402	93
47	1410	1065	416	92
48	1440	1065	428	90
