	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1163	0	0
2	60	1169	14	25
3	90	1063	47	141
4	120	951	77	254
5	150	849	108	351
6	180	771	130	427
7	210	760	133	463
8	240	784	135	468
9	270	811	138	470
10	300	780	188	480
11	330	715	253	512
12	360	649	304	559
13	390	612	330	589
14	420	599	345	611
15	450	616	349	614
16	480	625	350	616
17	510	638	357	617
18	540	620	394	622
19	570	580	452	615
20	600	553	492	534
21	630	527	528	417
22	660	527	543	324
23	690	544	547	245
24	720	564	547	199
25	750	583	549	196
26	780	553	599	194
27	810	515	644	198
28	840	493	675	178
29	870	469	701	138
30	900	483	707	103
31	930	497	708	83
32	960	514	708	80
33	990	521	712	82
34	1020	485	761	88
35	1050	457	806	88
36	1080	445	829	91
37	1110	421	857	79
38	1140	422	861	74
39	1170	434	862	73
40	1200	440	862	71
41	1230	445	872	73
42	1260	405	920	71
43	1290	388	948	70
44	1320	371	972	68
45	1350	368	986	61
46	1380	377	988	55
47	1410	397	989	56
48	1440	406	989	53
