	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1171	2
2	60	27	1168	14
3	90	122	1074	42
4	120	256	947	64
5	150	342	866	86
6	180	421	789	112
7	210	470	762	119
8	240	479	773	121
9	270	485	794	121
10	300	493	805	125
11	330	515	744	181
12	360	548	666	252
13	390	603	582	300
14	420	629	541	331
15	450	644	543	338
16	480	647	557	342
17	510	649	569	342
18	540	650	591	342
19	570	638	569	384
20	600	565	518	439
21	630	444	477	475
22	660	365	448	510
23	690	294	439	526
24	720	237	443	533
25	750	222	456	533
26	780	216	484	533
27	810	208	498	537
28	840	193	452	592
29	870	172	426	637
30	900	134	416	658
31	930	102	400	678
32	960	87	413	685
33	990	80	428	685
34	1020	79	442	685
35	1050	77	454	686
36	1080	78	441	713
37	1110	74	404	760
38	1140	62	378	798
39	1170	62	359	824
40	1200	52	352	835
41	1230	50	354	840
42	1260	51	355	841
43	1290	51	365	841
44	1320	50	375	846
45	1350	49	349	884
46	1380	46	323	913
47	1410	45	297	944
48	1440	38	283	960
