	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1169	0
2	60	30	1155	16
3	90	139	1052	44
4	120	278	917	76
5	150	374	810	113
6	180	442	752	122
7	210	473	753	123
8	240	476	770	126
9	270	481	792	126
10	300	482	812	126
11	330	487	819	126
12	360	496	829	126
13	390	497	849	126
14	420	497	874	126
15	450	499	900	126
16	480	503	916	138
17	510	517	833	239
18	540	567	692	357
19	570	595	570	454
20	600	522	517	506
21	630	393	503	521
22	660	293	514	523
23	690	222	525	523
24	720	192	543	523
25	750	185	556	523
26	780	181	579	523
27	810	179	598	523
28	840	183	616	523
29	870	180	642	523
30	900	171	650	523
31	930	171	657	544
32	960	183	550	657
33	990	200	455	742
34	1020	204	402	794
35	1050	181	375	817
36	1080	125	379	823
37	1110	100	394	824
38	1140	85	408	824
39	1170	77	428	824
40	1200	77	441	824
41	1230	77	459	824
42	1260	78	477	824
43	1290	78	497	824
44	1320	78	513	824
45	1350	72	534	824
46	1380	74	524	848
47	1410	78	430	953
48	1440	93	370	1015
