	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1174	0
2	60	26	1171	13
3	90	145	1055	47
4	120	299	898	82
5	150	410	784	108
6	180	452	761	114
7	210	461	760	115
8	240	462	782	115
9	270	462	813	115
10	300	462	836	115
11	330	466	859	115
12	360	468	883	115
13	390	468	915	115
14	420	470	950	115
15	450	471	972	115
16	480	471	998	115
17	510	474	1033	115
18	540	477	1065	115
19	570	468	1083	115
20	600	379	1132	115
21	630	220	1171	115
22	660	94	1208	115
23	690	36	1239	115
24	720	26	1263	115
25	750	26	1300	115
26	780	29	1325	115
27	810	30	1346	143
28	840	72	1094	390
29	870	170	793	616
30	900	231	657	712
31	930	254	636	743
32	960	261	639	748
33	990	264	665	748
34	1020	262	678	748
35	1050	264	688	748
36	1080	263	722	748
37	1110	261	733	748
38	1140	261	769	748
39	1170	262	796	748
40	1200	264	817	748
41	1230	264	843	748
42	1260	263	870	748
43	1290	262	895	748
44	1320	261	929	748
45	1350	230	960	748
46	1380	141	983	748
47	1410	72	1012	748
48	1440	36	1042	748
