	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1180	1
2	60	14	1183	28
3	90	44	1105	135
4	120	84	966	262
5	150	114	861	369
6	180	133	808	431
7	210	142	791	466
8	240	143	820	472
9	270	146	839	474
10	300	175	824	483
11	330	242	743	523
12	360	291	669	560
13	390	330	619	592
14	420	346	588	618
15	450	349	603	625
16	480	349	617	629
17	510	351	630	630
18	540	389	612	638
19	570	449	560	627
20	600	488	520	562
21	630	509	508	444
22	660	523	512	333
23	690	524	518	270
24	720	525	540	233
25	750	526	566	225
26	780	568	538	227
27	810	617	509	226
28	840	656	485	202
29	870	686	474	163
30	900	696	479	134
31	930	696	495	113
32	960	696	515	103
33	990	700	527	100
34	1020	725	523	103
35	1050	773	490	101
36	1080	808	460	98
37	1110	839	437	80
38	1140	849	446	72
39	1170	852	451	68
40	1200	853	458	62
41	1230	855	467	61
42	1260	885	449	60
43	1290	940	406	62
44	1320	979	367	65
45	1350	996	365	59
46	1380	999	375	56
47	1410	1002	381	53
48	1440	1002	392	51
