	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1176	0	0
2	60	1169	29	13
3	90	1036	164	50
4	120	914	284	80
5	150	812	379	105
6	180	766	439	119
7	210	757	473	121
8	240	768	482	124
9	270	752	491	153
10	300	702	512	205
11	330	655	547	245
12	360	603	578	276
13	390	601	597	284
14	420	617	597	286
15	450	622	603	300
16	480	591	609	339
17	510	570	620	365
18	540	539	633	399
19	570	516	633	426
20	600	514	521	432
21	630	531	386	432
22	660	526	292	445
23	690	494	229	489
24	720	465	201	533
25	750	457	185	556
26	780	467	181	567
27	810	476	162	571
28	840	482	128	573
29	870	461	100	605
30	900	425	84	646
31	930	411	83	677
32	960	404	83	694
33	990	402	79	706
34	1020	415	71	707
35	1050	425	61	708
36	1080	425	48	732
37	1110	398	46	768
38	1140	380	49	791
39	1170	375	51	809
40	1200	372	56	813
41	1230	382	54	814
42	1260	385	52	820
43	1290	373	52	845
44	1320	361	55	866
45	1350	348	61	883
46	1380	346	65	894
47	1410	353	61	896
48	1440	358	59	898
