	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	0
2	60	7	1182	23
3	90	41	1060	138
4	120	74	914	281
5	150	89	809	386
6	180	95	778	447
7	210	95	792	464
8	240	97	807	465
9	270	97	828	466
10	300	97	853	469
11	330	97	886	471
12	360	97	911	471
13	390	97	950	472
14	420	97	981	477
15	450	97	1013	478
16	480	97	1044	478
17	510	97	1074	478
18	540	97	1112	478
19	570	97	1149	464
20	600	97	1182	373
21	630	97	1193	235
22	660	97	1231	118
23	690	98	1272	56
24	720	201	1183	49
25	750	465	885	113
26	780	616	684	188
27	810	670	611	236
28	840	678	588	256
29	870	682	595	256
30	900	683	617	256
31	930	683	639	252
32	960	683	669	251
33	990	683	691	252
34	1020	683	715	252
35	1050	683	735	253
36	1080	683	759	253
37	1110	683	769	249
38	1140	683	789	248
39	1170	683	815	247
40	1200	683	835	247
41	1230	683	851	237
42	1260	683	883	180
43	1290	683	901	101
44	1320	683	932	45
45	1350	684	959	22
46	1380	759	907	22
47	1410	999	664	51
48	1440	1138	511	80
