	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1171
2	60	26	13	1163
3	90	149	41	1037
4	120	288	67	908
5	150	398	95	807
6	180	474	120	730
7	210	526	134	686
8	240	566	151	648
9	270	597	164	624
10	300	614	188	608
11	330	636	210	586
12	360	645	219	591
13	390	652	240	580
14	420	657	251	578
15	450	660	264	590
16	480	665	278	594
17	510	671	295	594
18	540	676	307	598
19	570	667	323	602
20	600	567	342	602
21	630	434	356	616
22	660	321	376	624
23	690	232	390	617
24	720	180	405	625
25	750	145	420	625
26	780	115	430	632
27	810	101	445	628
28	840	82	462	627
29	870	73	474	631
30	900	73	487	626
31	930	66	507	626
32	960	64	524	627
33	990	65	540	622
34	1020	59	552	623
35	1050	55	569	626
36	1080	53	583	629
37	1110	49	599	631
38	1140	47	616	629
39	1170	45	632	641
40	1200	42	649	653
41	1230	43	666	652
42	1260	41	678	654
43	1290	45	696	645
44	1320	39	710	649
45	1350	40	722	655
46	1380	40	735	658
47	1410	44	755	655
48	1440	41	777	646
