	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1168	0
2	60	23	1153	13
3	90	131	1059	38
4	120	263	934	72
5	150	384	818	102
6	180	464	747	120
7	210	492	740	126
8	240	504	767	126
9	270	510	783	126
10	300	512	801	126
11	330	514	823	126
12	360	514	862	126
13	390	515	893	126
14	420	518	917	126
15	450	522	940	126
16	480	523	970	126
17	510	527	999	126
18	540	529	1030	126
19	570	519	1059	126
20	600	432	1092	126
21	630	294	1086	155
22	660	196	952	293
23	690	168	751	455
24	720	167	634	555
25	750	179	573	606
26	780	190	553	630
27	810	192	567	634
28	840	193	574	634
29	870	194	595	634
30	900	193	618	634
31	930	193	634	634
32	960	191	651	634
33	990	188	677	634
34	1020	187	694	634
35	1050	186	718	634
36	1080	185	735	634
37	1110	185	759	634
38	1140	187	782	634
39	1170	166	802	634
40	1200	114	827	634
41	1230	68	779	714
42	1260	64	663	840
43	1290	63	559	943
44	1320	72	502	993
45	1350	81	492	1011
46	1380	87	498	1021
47	1410	90	512	1022
48	1440	88	530	1022
