	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1162	1
2	60	14	1151	28
3	90	36	1058	129
4	120	69	923	259
5	150	94	822	364
6	180	101	772	439
7	210	104	767	468
8	240	106	786	474
9	270	138	766	482
10	300	197	688	523
11	330	261	599	562
12	360	287	567	591
13	390	298	558	608
14	420	300	564	615
15	450	302	577	615
16	480	335	562	616
17	510	378	524	627
18	540	420	480	639
19	570	448	463	628
20	600	456	465	546
21	630	459	480	418
22	660	461	491	303
23	690	477	493	232
24	720	509	476	201
25	750	548	444	198
26	780	570	427	200
27	810	576	431	169
28	840	578	440	124
29	870	580	448	100
30	900	601	444	78
31	930	640	408	76
32	960	668	394	77
33	990	687	385	79
34	1020	698	385	70
35	1050	699	394	66
36	1080	699	422	54
37	1110	721	405	55
38	1140	759	384	55
39	1170	793	348	59
40	1200	806	347	58
41	1230	814	347	53
42	1260	816	358	49
43	1290	817	366	43
44	1320	835	361	42
45	1350	874	329	44
46	1380	890	325	48
47	1410	902	320	49
48	1440	905	324	44
