	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1156	5	0
2	60	1153	26	14
3	90	1038	136	46
4	120	926	253	80
5	150	835	351	106
6	180	782	415	117
7	210	776	443	120
8	240	791	447	120
9	270	814	449	120
10	300	849	450	120
11	330	868	450	120
12	360	893	455	120
13	390	917	456	120
14	420	939	457	120
15	450	971	458	120
16	480	944	462	177
17	510	817	497	291
18	540	673	541	413
19	570	592	568	464
20	600	558	498	492
21	630	562	389	498
22	660	589	281	499
23	690	607	211	499
24	720	621	177	499
25	750	642	173	499
26	780	665	173	499
27	810	688	174	499
28	840	708	175	499
29	870	737	175	499
30	900	734	177	524
31	930	634	192	624
32	960	515	214	737
33	990	458	222	804
34	1020	439	206	825
35	1050	438	168	830
36	1080	452	117	830
37	1110	469	101	830
38	1140	484	89	830
39	1170	504	86	830
40	1200	521	84	830
41	1230	538	83	830
42	1260	551	87	830
43	1290	566	87	830
44	1320	584	88	839
45	1350	519	95	919
46	1380	432	104	1017
47	1410	385	106	1069
48	1440	373	100	1087
