	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	1	0
2	60	1171	28	11
3	90	1064	137	43
4	120	943	246	75
5	150	839	351	102
6	180	782	422	122
7	210	782	449	123
8	240	797	453	124
9	270	821	455	124
10	300	849	459	124
11	330	867	461	130
12	360	806	473	206
13	390	707	516	281
14	420	636	554	338
15	450	601	583	370
16	480	581	601	384
17	510	600	606	386
18	540	619	606	386
19	570	629	589	386
20	600	648	503	386
21	630	652	390	399
22	660	598	294	469
23	690	532	230	533
24	720	490	215	586
25	750	478	218	604
26	780	484	219	609
27	810	493	216	609
28	840	514	217	609
29	870	533	211	609
30	900	550	167	609
31	930	535	133	633
32	960	478	110	697
33	990	428	104	747
34	1020	423	103	768
35	1050	428	107	782
36	1080	430	111	785
37	1110	446	111	785
38	1140	468	108	785
39	1170	486	99	785
40	1200	499	79	785
41	1230	477	65	817
42	1260	430	59	872
43	1290	413	59	906
44	1320	402	61	927
45	1350	397	63	936
46	1380	405	64	936
47	1410	424	64	936
48	1440	434	63	936
