	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1179
2	60	11	19	1183
3	90	44	127	1072
4	120	78	270	918
5	150	103	365	828
6	180	111	399	800
7	210	112	412	818
8	240	112	416	843
9	270	112	419	864
10	300	112	422	884
11	330	112	422	912
12	360	112	423	951
13	390	112	425	993
14	420	119	427	1005
15	450	251	460	878
16	480	414	530	661
17	510	470	584	571
18	540	487	609	546
19	570	493	604	555
20	600	493	530	575
21	630	493	388	600
22	660	493	280	618
23	690	493	230	639
24	720	493	213	653
25	750	493	210	669
26	780	493	209	686
27	810	534	210	659
28	840	645	226	557
29	870	729	249	466
30	900	758	262	439
31	930	766	266	444
32	960	767	239	460
33	990	767	179	476
34	1020	767	120	487
35	1050	767	87	505
36	1080	767	77	519
37	1110	767	71	541
38	1140	767	71	554
39	1170	768	72	571
40	1200	829	79	521
41	1230	943	94	405
42	1260	996	104	363
43	1290	1010	104	365
44	1320	1011	104	369
45	1350	1011	90	374
46	1380	1011	74	384
47	1410	1011	50	397
48	1440	1011	44	409
