	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	2	2	1178
2	60	16	26	1176
3	90	52	145	1043
4	120	84	267	907
5	150	120	365	796
6	180	138	441	737
7	210	140	469	734
8	240	140	479	744
9	270	144	479	763
10	300	181	490	745
11	330	238	538	661
12	360	275	575	610
13	390	310	602	567
14	420	324	624	544
15	450	325	635	553
16	480	325	637	579
17	510	327	639	595
18	540	376	649	554
19	570	436	642	497
20	600	472	564	462
21	630	500	429	434
22	660	510	350	433
23	690	512	256	443
24	720	512	226	453
25	750	518	213	460
26	780	552	216	436
27	810	592	214	405
28	840	619	174	387
29	870	640	142	372
30	900	648	112	380
31	930	650	91	388
32	960	650	80	395
33	990	658	80	395
34	1020	692	83	364
35	1050	726	79	337
36	1080	748	66	322
37	1110	761	61	313
38	1140	768	53	319
39	1170	769	47	332
40	1200	769	44	339
41	1230	777	43	348
42	1260	815	43	323
43	1290	848	42	294
44	1320	872	41	275
45	1350	884	40	273
46	1380	889	34	280
47	1410	890	33	290
48	1440	890	32	299
