	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	1	0
2	60	1178	27	13
3	90	1074	128	46
4	120	955	249	77
5	150	869	345	100
6	180	783	429	125
7	210	769	461	129
8	240	793	474	129
9	270	818	477	129
10	300	843	481	129
11	330	883	482	129
12	360	908	483	129
13	390	930	484	129
14	420	953	484	129
15	450	989	484	129
16	480	1017	485	129
17	510	1045	490	129
18	540	1072	492	129
19	570	1102	479	129
20	600	1095	397	166
21	630	939	288	330
22	660	745	263	491
23	690	615	228	584
24	720	554	214	631
25	750	543	209	646
26	780	552	208	651
27	810	580	207	652
28	840	603	205	652
29	870	624	204	652
30	900	644	203	652
31	930	665	203	652
32	960	683	203	652
33	990	705	202	652
34	1020	724	197	652
35	1050	742	197	652
36	1080	775	200	652
37	1110	803	200	652
38	1140	823	184	652
39	1170	774	132	725
40	1200	631	95	861
41	1230	546	79	955
42	1260	492	83	1009
43	1290	470	90	1035
44	1320	489	93	1037
45	1350	511	95	1037
46	1380	528	97	1037
47	1410	543	96	1037
48	1440	569	96	1037
