	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1181	0
2	60	23	1182	12
3	90	158	1041	54
4	120	326	868	79
5	150	433	778	93
6	180	462	769	95
7	210	466	792	96
8	240	467	811	96
9	270	467	836	96
10	300	470	855	96
11	330	471	883	96
12	360	472	909	96
13	390	475	939	96
14	420	475	967	96
15	450	479	993	96
16	480	481	1025	96
17	510	484	1058	96
18	540	486	1080	96
19	570	477	1115	96
20	600	366	1145	96
21	630	188	1189	96
22	660	65	1242	96
23	690	34	1273	106
24	720	45	1092	289
25	750	106	816	535
26	780	169	688	628
27	810	187	675	648
28	840	192	694	649
29	870	192	713	649
30	900	192	735	649
31	930	193	762	650
32	960	194	788	650
33	990	190	813	650
34	1020	187	843	650
35	1050	187	866	650
36	1080	186	889	650
37	1110	184	918	650
38	1140	185	950	650
39	1170	187	972	650
40	1200	187	1011	650
41	1230	177	1041	650
42	1260	119	1059	650
43	1290	53	1084	650
44	1320	30	1108	650
45	1350	29	1079	702
46	1380	51	811	973
47	1410	102	600	1160
48	1440	118	547	1214
