	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1166	1
2	60	24	1168	13
3	90	149	1045	46
4	120	264	913	91
5	150	355	804	126
6	180	418	750	140
7	210	437	755	143
8	240	443	769	143
9	270	444	790	143
10	300	447	810	143
11	330	447	841	143
12	360	449	867	143
13	390	451	879	147
14	420	462	843	199
15	450	496	723	307
16	480	543	620	389
17	510	575	563	433
18	540	598	552	452
19	570	589	566	453
20	600	490	580	453
21	630	355	606	453
22	660	270	632	453
23	690	200	648	453
24	720	177	671	453
25	750	170	685	454
26	780	181	628	521
27	810	191	557	600
28	840	207	495	654
29	870	215	464	686
30	900	220	453	702
31	930	216	466	707
32	960	184	477	707
33	990	136	495	707
34	1020	101	522	707
35	1050	76	536	707
36	1080	70	556	707
37	1110	67	564	713
38	1140	71	527	766
39	1170	76	472	837
40	1200	86	428	887
41	1230	96	390	921
42	1260	99	386	931
43	1290	94	402	931
44	1320	81	413	932
45	1350	62	430	932
46	1380	54	436	932
47	1410	49	452	932
48	1440	47	468	932
