	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	4	1
2	60	1165	24	19
3	90	1035	138	58
4	120	896	276	87
5	150	821	367	102
6	180	818	404	104
7	210	835	416	104
8	240	864	418	104
9	270	894	427	104
10	300	921	427	104
11	330	949	428	104
12	360	972	429	104
13	390	1000	430	104
14	420	1051	431	104
15	450	1074	434	104
16	480	1114	435	104
17	510	1152	435	104
18	540	1191	433	104
19	570	1232	423	104
20	600	1277	338	104
21	630	1311	193	107
22	660	1228	103	199
23	690	944	112	471
24	720	741	182	621
25	750	650	233	673
26	780	664	235	680
27	810	681	238	681
28	840	696	240	681
29	870	713	240	681
30	900	738	241	681
31	930	768	243	681
32	960	786	242	681
33	990	802	246	681
34	1020	830	245	681
35	1050	849	245	681
36	1080	874	244	681
37	1110	890	240	681
38	1140	916	243	681
39	1170	958	232	681
40	1200	984	188	681
41	1230	1016	109	681
42	1260	967	47	761
43	1290	734	61	995
44	1320	565	95	1148
45	1350	529	112	1189
46	1380	537	121	1199
47	1410	552	120	1200
48	1440	567	118	1201
