	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1164
2	60	7	13	1186
3	90	34	116	1082
4	120	53	237	970
5	150	77	350	855
6	180	94	412	807
7	210	97	433	802
8	240	97	439	822
9	270	97	441	848
10	300	97	442	878
11	330	97	446	893
12	360	97	447	920
13	390	97	447	953
14	420	97	448	988
15	450	97	449	1029
16	480	106	449	1048
17	510	240	474	919
18	540	389	534	739
19	570	474	561	632
20	600	513	520	567
21	630	527	420	550
22	660	530	298	569
23	690	530	229	580
24	720	530	205	605
25	750	530	197	624
26	780	530	196	635
27	810	530	197	656
28	840	530	192	675
29	870	530	194	692
30	900	530	194	711
31	930	544	195	716
32	960	653	209	621
33	990	741	225	529
34	1020	807	225	461
35	1050	838	179	426
36	1080	845	150	430
37	1110	847	110	440
38	1140	847	91	457
39	1170	847	85	468
40	1200	847	83	476
41	1230	847	85	493
42	1260	847	84	524
43	1290	847	84	537
44	1320	847	83	555
45	1350	847	85	580
46	1380	881	89	557
47	1410	991	94	455
48	1440	1070	108	372
