	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1171	1
2	60	24	1165	17
3	90	135	1058	51
4	120	257	945	84
5	150	372	822	123
6	180	448	753	141
7	210	495	698	169
8	240	524	667	188
9	270	552	647	202
10	300	570	630	226
11	330	588	611	249
12	360	600	609	260
13	390	616	597	279
14	420	625	584	302
15	450	629	579	317
16	480	633	581	331
17	510	638	580	342
18	540	641	560	371
19	570	631	570	388
20	600	543	563	406
21	630	410	568	419
22	660	299	572	433
23	690	217	580	447
24	720	166	585	457
25	750	136	579	474
26	780	109	585	488
27	810	96	581	502
28	840	78	581	517
29	870	72	572	540
30	900	58	575	552
31	930	49	577	566
32	960	47	580	582
33	990	46	570	601
34	1020	42	572	616
35	1050	41	569	633
36	1080	39	586	641
37	1110	42	582	655
38	1140	41	586	669
39	1170	43	589	680
40	1200	46	580	705
41	1230	46	585	720
42	1260	48	585	735
43	1290	52	583	751
44	1320	50	577	765
45	1350	50	570	787
46	1380	47	572	797
47	1410	44	574	810
48	1440	46	582	828
