	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	1	0
2	60	1175	29	13
3	90	1065	145	41
4	120	939	277	71
5	150	838	391	89
6	180	800	445	100
7	210	809	464	101
8	240	826	472	101
9	270	844	474	102
10	300	870	477	102
11	330	898	478	102
12	360	921	478	102
13	390	951	479	102
14	420	978	480	102
15	450	1006	484	102
16	480	1022	488	118
17	510	919	507	238
18	540	715	585	391
19	570	591	629	478
20	600	530	568	519
21	630	523	433	522
22	660	533	322	523
23	690	546	258	523
24	720	571	232	523
25	750	602	225	523
26	780	621	224	523
27	810	642	223	523
28	840	658	221	523
29	870	673	225	523
30	900	689	226	523
31	930	665	232	562
32	960	538	245	691
33	990	447	264	780
34	1020	391	266	826
35	1050	386	212	840
36	1080	399	139	842
37	1110	407	103	843
38	1140	423	87	843
39	1170	439	86	843
40	1200	447	86	843
41	1230	457	89	843
42	1260	470	89	843
43	1290	490	88	843
44	1320	501	86	843
45	1350	513	84	845
46	1380	460	86	908
47	1410	383	87	996
48	1440	338	91	1056
