	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1187	1	0
2	60	1190	23	10
3	90	1083	138	43
4	120	941	273	77
5	150	840	370	106
6	180	783	428	136
7	210	715	491	162
8	240	699	518	185
9	270	681	538	203
10	300	672	547	225
11	330	669	555	250
12	360	666	564	262
13	390	667	572	279
14	420	663	580	299
15	450	657	589	318
16	480	658	596	334
17	510	654	602	350
18	540	656	605	370
19	570	664	597	386
20	600	655	493	407
21	630	656	360	430
22	660	670	266	442
23	690	676	200	462
24	720	677	139	473
25	750	684	111	485
26	780	691	94	507
27	810	697	86	523
28	840	699	82	542
29	870	707	73	560
30	900	701	69	583
31	930	709	67	598
32	960	711	63	622
33	990	725	54	638
34	1020	728	51	649
35	1050	739	50	668
36	1080	745	45	690
37	1110	750	53	708
38	1140	775	56	723
39	1170	785	60	739
40	1200	792	55	755
41	1230	782	54	776
42	1260	779	53	805
43	1290	779	51	827
44	1320	781	52	854
45	1350	783	52	877
46	1380	782	52	899
47	1410	766	55	932
48	1440	763	61	953
