	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1166	7
2	60	18	1160	27
3	90	71	1034	143
4	120	106	870	302
5	150	126	801	385
6	180	133	781	424
7	210	133	790	440
8	240	133	803	448
9	270	133	832	449
10	300	133	863	449
11	330	133	883	450
12	360	133	908	451
13	390	133	934	453
14	420	133	972	453
15	450	133	997	456
16	480	133	1037	458
17	510	133	1084	461
18	540	133	1120	454
19	570	133	1136	439
20	600	133	1181	355
21	630	133	1218	195
22	660	133	1258	93
23	690	133	1295	48
24	720	133	1319	36
25	750	133	1360	27
26	780	133	1402	28
27	810	133	1458	28
28	840	204	1412	36
29	870	522	1071	94
30	900	755	759	203
31	930	814	659	272
32	960	821	654	291
33	990	823	665	294
34	1020	823	681	292
35	1050	823	696	293
36	1080	823	725	294
37	1110	823	743	295
38	1140	823	768	294
39	1170	823	791	294
40	1200	823	809	293
41	1230	823	843	290
42	1260	823	866	290
43	1290	823	885	288
44	1320	823	922	288
45	1350	823	951	286
46	1380	823	979	241
47	1410	823	1008	131
48	1440	823	1060	50
