	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1167	1
2	60	27	1159	15
3	90	129	1058	48
4	120	255	938	79
5	150	347	837	111
6	180	429	762	133
7	210	473	745	140
8	240	486	755	140
9	270	491	767	140
10	300	491	801	140
11	330	492	830	140
12	360	492	854	140
13	390	493	891	140
14	420	494	920	140
15	450	494	945	140
16	480	494	978	140
17	510	495	1015	140
18	540	495	1041	140
19	570	478	1075	140
20	600	394	1046	193
21	630	295	868	378
22	660	237	718	508
23	690	201	604	595
24	720	182	539	648
25	750	176	527	659
26	780	174	540	663
27	810	174	566	663
28	840	173	583	663
29	870	176	600	663
30	900	176	628	663
31	930	176	648	663
32	960	176	668	663
33	990	176	703	663
34	1020	176	725	663
35	1050	178	744	663
36	1080	178	777	663
37	1110	179	796	663
38	1140	160	810	675
39	1170	113	737	775
40	1200	95	593	922
41	1230	80	507	1011
42	1260	77	457	1062
43	1290	82	440	1090
44	1320	82	444	1093
45	1350	83	461	1093
46	1380	82	480	1093
47	1410	81	493	1093
48	1440	79	505	1093
