	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1175	1	1
2	60	1184	12	20
3	90	1070	38	139
4	120	946	74	264
5	150	827	101	376
6	180	780	112	435
7	210	786	113	451
8	240	801	115	454
9	270	816	116	458
10	300	839	116	460
11	330	861	116	460
12	360	877	116	465
13	390	902	116	466
14	420	928	116	466
15	450	955	116	466
16	480	990	116	467
17	510	1009	116	470
18	540	1035	116	471
19	570	1063	116	461
20	600	1098	116	365
21	630	1144	116	226
22	660	1189	116	116
23	690	1242	116	50
24	720	1176	205	29
25	750	917	447	76
26	780	716	611	134
27	810	633	664	186
28	840	601	694	208
29	870	602	700	218
30	900	615	700	215
31	930	634	700	216
32	960	647	700	217
33	990	661	700	216
34	1020	689	700	215
35	1050	718	700	212
36	1080	738	700	214
37	1110	758	700	218
38	1140	779	700	219
39	1170	809	700	220
40	1200	834	700	221
41	1230	859	700	217
42	1260	887	700	178
43	1290	913	700	121
44	1320	933	700	65
45	1350	962	700	42
46	1380	945	736	33
47	1410	777	912	42
48	1440	636	1055	69
