	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1172	0	4
2	60	1158	13	32
3	90	1050	39	142
4	120	930	64	274
5	150	807	95	382
6	180	747	112	446
7	210	757	115	467
8	240	760	117	479
9	270	776	120	484
10	300	748	154	497
11	330	689	203	528
12	360	635	248	562
13	390	585	285	590
14	420	575	302	609
15	450	584	306	618
16	480	604	306	620
17	510	622	306	620
18	540	607	336	622
19	570	559	390	617
20	600	526	427	534
21	630	496	467	405
22	660	490	481	306
23	690	505	482	237
24	720	523	482	205
25	750	530	489	194
26	780	506	532	193
27	810	468	577	187
28	840	460	609	159
29	870	450	640	130
30	900	449	650	103
31	930	458	651	84
32	960	473	651	77
33	990	479	661	73
34	1020	453	704	78
35	1050	432	742	77
36	1080	407	773	71
37	1110	383	798	77
38	1140	389	805	71
39	1170	400	806	66
40	1200	412	808	62
41	1230	416	823	61
42	1260	388	857	64
43	1290	372	883	65
44	1320	365	900	64
45	1350	363	912	61
46	1380	372	916	57
47	1410	390	916	52
48	1440	411	916	50
