	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1172	0	2
2	60	1160	14	31
3	90	1047	42	159
4	120	915	75	280
5	150	812	92	395
6	180	752	105	462
7	210	740	109	490
8	240	756	109	491
9	270	785	109	491
10	300	814	109	491
11	330	832	109	494
12	360	856	109	495
13	390	886	109	495
14	420	909	109	496
15	450	933	109	497
16	480	959	109	499
17	510	972	109	502
18	540	1003	109	500
19	570	1039	109	481
20	600	1063	109	379
21	630	1080	129	248
22	660	919	303	155
23	690	709	472	135
24	720	582	569	156
25	750	513	625	174
26	780	501	638	189
27	810	509	639	195
28	840	527	640	194
29	870	546	640	193
30	900	562	640	193
31	930	580	640	195
32	960	596	640	193
33	990	617	640	192
34	1020	637	640	192
35	1050	649	640	192
36	1080	675	640	190
37	1110	694	640	192
38	1140	713	640	191
39	1170	739	640	175
40	1200	762	643	117
41	1230	725	697	76
42	1260	596	829	69
43	1290	503	916	80
44	1320	450	975	88
45	1350	443	992	95
46	1380	456	997	98
47	1410	466	997	100
48	1440	491	997	98
